OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit,ShipMode,DeliveryDays,DeliveryDate,Returned,CustomerRating,CustomerName,Segment,Region,City,JoinDate,DiscountBand,YearMonth
ORD001541,2024-01-30,CUST00318,PRD0026,Fitness Tracker,Sports,3,225.89,0.05,643.79,176.12,Standard,5,2024-02-04,No,5,Customer 318,Home Office,East,Philadelphia,2024-08-26,1-10%,2024-01
ORD001542,2022-06-01,CUST00694,PRD0015,Bedding,Home & Kitchen,1,100.7,0.05,95.66,50.62,Express,3,2022-06-04,Yes,3,Customer 694,Consumer,South,Charlotte,2024-02-16,1-10%,2022-06
ORD001543,2025-06-06,CUST00361,PRD0018,Skincare Kit,Beauty,3,154.57,0.1,417.34,195.58,Express,2,2025-06-08,Yes,1,Customer 361,Consumer,West,Seattle,2023-09-12,1-10%,2025-06
ORD001544,2023-01-04,CUST00472,PRD0025,Bicycle,Sports,4,420.47,0.05,1597.79,970.55,Same Day,1,2023-01-05,No,3,Customer 472,Corporate,South,Atlanta,2022-01-16,1-10%,2023-01
ORD001545,2022-03-04,CUST00758,PRD0003,Headphones,Electronics,4,244.54,0.1,880.34,235.98,Express,2,2022-03-06,No,5,Customer 758,Corporate,East,Philadelphia,2023-05-23,1-10%,2022-03
ORD001545,2022-03-04,CUST00758,PRD0007,T-Shirt,Clothing,2,102.69,0.1,184.84,90.0,Standard,8,2022-03-12,No,4,Customer 758,Corporate,East,Philadelphia,2023-05-23,1-10%,2022-03
ORD001546,2025-07-03,CUST00259,PRD0018,Skincare Kit,Beauty,2,154.57,0.05,293.68,145.84,Same Day,1,2025-07-04,No,3,Customer 259,Home Office,West,San Francisco,2024-07-11,1-10%,2025-07
ORD001546,2025-07-03,CUST00259,PRD0002,Laptop,Electronics,2,252.23,0.0,504.46,232.92,Same Day,1,2025-07-04,No,5,Customer 259,Home Office,West,San Francisco,2024-07-11,No Discount,2025-07
ORD001547,2023-09-15,CUST00020,PRD0002,Laptop,Electronics,4,252.23,0.15,857.58,314.5,Standard,8,2023-09-23,No,5,Customer 20,Consumer,East,New York,2024-09-29,11-20%,2023-09
ORD001547,2023-09-15,CUST00020,PRD0014,Blender,Home & Kitchen,4,137.7,0.1,495.72,219.56,Standard,9,2023-09-24,No,3,Customer 20,Consumer,East,New York,2024-09-29,1-10%,2023-09
ORD001547,2023-09-15,CUST00020,PRD0009,Jacket,Clothing,3,99.78,0.0,299.34,170.07,Standard,7,2023-09-22,No,4,Customer 20,Consumer,East,New York,2024-09-29,No Discount,2023-09
ORD001548,2022-09-14,CUST00070,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.25,387.63,191.79,Standard,8,2022-09-22,No,5,Customer 70,Home Office,East,New York,2023-11-27,21%+,2022-09
ORD001549,2023-03-09,CUST00175,PRD0002,Laptop,Electronics,1,252.23,0.05,239.62,103.85,Standard,9,2023-03-18,No,4,Customer 175,Consumer,South,Atlanta,2021-03-02,1-10%,2023-03
ORD001549,2023-03-09,CUST00175,PRD0014,Blender,Home & Kitchen,2,137.7,0.05,261.63,123.55,Same Day,1,2023-03-10,No,4,Customer 175,Consumer,South,Atlanta,2021-03-02,1-10%,2023-03
ORD001550,2023-08-16,CUST00765,PRD0003,Headphones,Electronics,2,244.54,0.1,440.17,117.99,Standard,7,2023-08-23,No,3,Customer 765,Consumer,South,Atlanta,2022-09-16,1-10%,2023-08
ORD001551,2024-02-03,CUST00283,PRD0005,Smartwatch,Electronics,2,314.64,0.1,566.35,269.21,Standard,9,2024-02-12,No,3,Customer 283,Home Office,West,San Francisco,2023-03-18,1-10%,2024-02
ORD001552,2025-07-07,CUST00398,PRD0003,Headphones,Electronics,3,244.54,0.0,733.62,250.35,Standard,5,2025-07-12,No,3,Customer 398,Home Office,West,Los Angeles,2023-05-17,No Discount,2025-07
ORD001552,2025-07-07,CUST00398,PRD0021,Hair Dryer,Beauty,1,143.53,0.15,122.0,70.42,Standard,4,2025-07-11,No,5,Customer 398,Home Office,West,Los Angeles,2023-05-17,11-20%,2025-07
ORD001553,2024-11-23,CUST00174,PRD0004,Tablet,Electronics,1,382.63,0.05,363.5,216.66,Standard,5,2024-11-28,No,5,Customer 174,Consumer,Central,Chicago,2024-05-03,1-10%,2024-11
ORD001554,2023-03-26,CUST00057,PRD0003,Headphones,Electronics,2,244.54,0.2,391.26,69.08,Standard,4,2023-03-30,Yes,1,Customer 57,Consumer,South,Miami,2024-01-28,11-20%,2023-03
ORD001554,2023-03-26,CUST00057,PRD0012,Hoodie,Clothing,3,98.45,0.1,265.82,58.13,Same Day,1,2023-03-27,No,5,Customer 57,Consumer,South,Miami,2024-01-28,1-10%,2023-03
ORD001555,2022-02-22,CUST00691,PRD0018,Skincare Kit,Beauty,1,154.57,0.25,115.93,42.01,Express,4,2022-02-26,No,5,Customer 691,Home Office,West,Seattle,2024-04-26,21%+,2022-02
ORD001555,2022-02-22,CUST00691,PRD0020,Makeup Set,Beauty,4,161.81,0.15,550.15,244.71,Standard,9,2022-03-03,No,4,Customer 691,Home Office,West,Seattle,2024-04-26,11-20%,2022-02
ORD001556,2024-03-24,CUST00488,PRD0024,Running Shoes,Sports,2,271.75,0.0,543.5,252.4,Standard,8,2024-04-01,No,4,Customer 488,Consumer,South,Atlanta,2024-03-27,No Discount,2024-03
ORD001557,2025-06-27,CUST00539,PRD0018,Skincare Kit,Beauty,1,154.57,0.0,154.57,80.65,Express,2,2025-06-29,Yes,1,Customer 539,Consumer,West,Seattle,2024-04-10,No Discount,2025-06
ORD001557,2025-06-27,CUST00539,PRD0004,Tablet,Electronics,2,382.63,0.0,765.26,471.58,Standard,6,2025-07-03,Yes,1,Customer 539,Consumer,West,Seattle,2024-04-10,No Discount,2025-06
ORD001558,2022-06-16,CUST00567,PRD0009,Jacket,Clothing,2,99.78,0.0,199.56,113.38,Standard,4,2022-06-20,No,5,Customer 567,Corporate,Central,Houston,2023-05-18,No Discount,2022-06
ORD001558,2022-06-16,CUST00567,PRD0024,Running Shoes,Sports,4,271.75,0.2,869.6,287.4,Standard,9,2022-06-25,No,4,Customer 567,Corporate,Central,Houston,2023-05-18,11-20%,2022-06
ORD001559,2024-05-07,CUST00344,PRD0006,Camera,Electronics,4,233.09,0.05,885.74,552.14,Express,4,2024-05-11,No,3,Customer 344,Corporate,East,Boston,2022-04-12,1-10%,2024-05
ORD001560,2025-03-05,CUST00707,PRD0024,Running Shoes,Sports,3,271.75,0.05,774.49,337.84,Standard,6,2025-03-11,No,5,Customer 707,Corporate,South,Miami,2022-01-04,1-10%,2025-03
ORD001560,2025-03-05,CUST00707,PRD0018,Skincare Kit,Beauty,4,154.57,0.0,618.28,322.6,Same Day,1,2025-03-06,No,5,Customer 707,Corporate,South,Miami,2022-01-04,No Discount,2025-03
ORD001561,2024-08-20,CUST00437,PRD0008,Jeans,Clothing,1,293.74,0.0,293.74,170.38,Standard,8,2024-08-28,No,5,Customer 437,Corporate,Central,Dallas,2023-10-24,No Discount,2024-08
ORD001561,2024-08-20,CUST00437,PRD0006,Camera,Electronics,1,233.09,0.1,209.78,126.38,Express,2,2024-08-22,No,4,Customer 437,Corporate,Central,Dallas,2023-10-24,1-10%,2024-08
ORD001561,2024-08-20,CUST00437,PRD0002,Laptop,Electronics,3,252.23,0.1,681.02,273.71,Standard,9,2024-08-29,No,4,Customer 437,Corporate,Central,Dallas,2023-10-24,1-10%,2024-08
ORD001562,2023-05-05,CUST00550,PRD0018,Skincare Kit,Beauty,4,154.57,0.2,494.62,198.94,Express,2,2023-05-07,No,5,Customer 550,Consumer,Central,Dallas,2024-04-24,11-20%,2023-05
ORD001563,2022-02-10,CUST00738,PRD0015,Bedding,Home & Kitchen,1,100.7,0.0,100.7,55.66,Express,3,2022-02-13,No,5,Customer 738,Corporate,East,New York,2021-01-01,No Discount,2022-02
ORD001564,2025-01-27,CUST00717,PRD0006,Camera,Electronics,3,233.09,0.0,699.27,449.07,Express,2,2025-01-29,No,4,Customer 717,Corporate,West,San Francisco,2021-06-14,No Discount,2025-01
ORD001564,2025-01-27,CUST00717,PRD0012,Hoodie,Clothing,4,98.45,0.2,315.04,38.12,Standard,9,2025-02-05,No,3,Customer 717,Corporate,West,San Francisco,2021-06-14,11-20%,2025-01
ORD001564,2025-01-27,CUST00717,PRD0008,Jeans,Clothing,3,293.74,0.05,837.16,467.08,Express,4,2025-01-31,No,3,Customer 717,Corporate,West,San Francisco,2021-06-14,1-10%,2025-01
ORD001565,2025-08-10,CUST00758,PRD0006,Camera,Electronics,4,233.09,0.25,699.27,365.67,Express,2,2025-08-12,No,3,Customer 758,Corporate,East,Philadelphia,2023-05-23,21%+,2025-08
ORD001566,2025-07-09,CUST00102,PRD0007,T-Shirt,Clothing,1,102.69,0.05,97.56,50.14,Standard,9,2025-07-18,No,4,Customer 102,Corporate,West,Seattle,2023-02-08,1-10%,2025-07
ORD001566,2025-07-09,CUST00102,PRD0012,Hoodie,Clothing,1,98.45,0.2,78.76,9.53,Standard,9,2025-07-18,No,3,Customer 102,Corporate,West,Seattle,2023-02-08,11-20%,2025-07
ORD001567,2024-08-11,CUST00752,PRD0012,Hoodie,Clothing,3,98.45,0.15,251.05,43.36,Standard,6,2024-08-17,No,4,Customer 752,Corporate,West,San Francisco,2021-12-03,11-20%,2024-08
ORD001568,2023-08-04,CUST00070,PRD0022,Yoga Mat,Sports,4,144.12,0.0,576.48,343.92,Same Day,1,2023-08-05,Yes,1,Customer 70,Home Office,East,New York,2023-11-27,No Discount,2023-08
ORD001568,2023-08-04,CUST00070,PRD0012,Hoodie,Clothing,3,98.45,0.05,280.58,72.89,Express,2,2023-08-06,No,5,Customer 70,Home Office,East,New York,2023-11-27,1-10%,2023-08
ORD001569,2023-12-27,CUST00394,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Standard,9,2024-01-05,No,5,Customer 394,Consumer,West,San Francisco,2022-08-31,No Discount,2023-12
ORD001569,2023-12-27,CUST00394,PRD0003,Headphones,Electronics,3,244.54,0.25,550.22,66.95,Express,4,2023-12-31,No,5,Customer 394,Consumer,West,San Francisco,2022-08-31,21%+,2023-12
ORD001570,2024-08-05,CUST00849,PRD0021,Hair Dryer,Beauty,2,143.53,0.0,287.06,183.9,Same Day,1,2024-08-06,No,4,Customer 849,Corporate,South,Charlotte,2021-07-25,No Discount,2024-08
ORD001571,2024-08-08,CUST00321,PRD0001,Smartphone,Electronics,2,256.66,0.0,513.32,268.56,Standard,4,2024-08-12,No,5,Customer 321,Consumer,Central,Chicago,2021-02-23,No Discount,2024-08
ORD001572,2025-08-13,CUST00180,PRD0011,Dress,Clothing,1,237.5,0.1,213.75,48.97,Standard,4,2025-08-17,No,4,Customer 180,Corporate,West,Seattle,2021-04-17,1-10%,2025-08
ORD001572,2025-08-13,CUST00180,PRD0023,Dumbbells,Sports,2,137.68,0.0,275.36,112.3,Standard,9,2025-08-22,No,5,Customer 180,Corporate,West,Seattle,2021-04-17,No Discount,2025-08
ORD001572,2025-08-13,CUST00180,PRD0002,Laptop,Electronics,2,252.23,0.0,504.46,232.92,Same Day,1,2025-08-14,No,5,Customer 180,Corporate,West,Seattle,2021-04-17,No Discount,2025-08
ORD001573,2022-04-02,CUST00489,PRD0024,Running Shoes,Sports,3,271.75,0.15,692.96,256.31,Express,4,2022-04-06,No,5,Customer 489,Home Office,South,Atlanta,2023-12-27,11-20%,2022-04
ORD001573,2022-04-02,CUST00489,PRD0016,Lamp,Home & Kitchen,3,211.91,0.15,540.37,209.44,Standard,7,2022-04-09,No,5,Customer 489,Home Office,South,Atlanta,2023-12-27,11-20%,2022-04
ORD001574,2023-09-14,CUST00290,PRD0010,Sneakers,Clothing,3,218.68,0.05,623.24,176.96,Express,3,2023-09-17,No,4,Customer 290,Consumer,East,Philadelphia,2021-04-12,1-10%,2023-09
ORD001574,2023-09-14,CUST00290,PRD0018,Skincare Kit,Beauty,1,154.57,0.1,139.11,65.19,Standard,8,2023-09-22,No,4,Customer 290,Consumer,East,Philadelphia,2021-04-12,1-10%,2023-09
ORD001575,2023-12-17,CUST00793,PRD0015,Bedding,Home & Kitchen,2,100.7,0.0,201.4,111.32,Express,2,2023-12-19,No,4,Customer 793,Home Office,East,New York,2022-05-04,No Discount,2023-12
ORD001575,2023-12-17,CUST00793,PRD0018,Skincare Kit,Beauty,4,154.57,0.0,618.28,322.6,Express,4,2023-12-21,Yes,2,Customer 793,Home Office,East,New York,2022-05-04,No Discount,2023-12
ORD001576,2022-11-02,CUST00228,PRD0018,Skincare Kit,Beauty,4,154.57,0.15,525.54,229.86,Standard,9,2022-11-11,No,4,Customer 228,Corporate,East,Boston,2024-07-30,11-20%,2022-11
ORD001577,2023-01-25,CUST00293,PRD0023,Dumbbells,Sports,3,137.68,0.25,309.78,65.19,Standard,6,2023-01-31,Yes,3,Customer 293,Home Office,West,San Francisco,2022-10-23,21%+,2023-01
ORD001578,2022-09-05,CUST00594,PRD0005,Smartwatch,Electronics,1,314.64,0.05,298.91,150.34,Express,3,2022-09-08,Yes,2,Customer 594,Consumer,Central,Chicago,2021-11-23,1-10%,2022-09
ORD001578,2022-09-05,CUST00594,PRD0014,Blender,Home & Kitchen,3,137.7,0.1,371.79,164.67,Same Day,1,2022-09-06,No,5,Customer 594,Consumer,Central,Chicago,2021-11-23,1-10%,2022-09
ORD001578,2022-09-05,CUST00594,PRD0012,Hoodie,Clothing,4,98.45,0.2,315.04,38.12,Express,3,2022-09-08,No,4,Customer 594,Consumer,Central,Chicago,2021-11-23,11-20%,2022-09
ORD001579,2025-02-07,CUST00299,PRD0013,Cookware Set,Home & Kitchen,4,56.91,0.0,227.64,142.56,Standard,4,2025-02-11,No,5,Customer 299,Consumer,East,Philadelphia,2022-12-28,No Discount,2025-02
ORD001580,2024-06-08,CUST00742,PRD0013,Cookware Set,Home & Kitchen,4,56.91,0.05,216.26,131.18,Standard,9,2024-06-17,No,4,Customer 742,Corporate,West,San Francisco,2024-10-13,1-10%,2024-06
ORD001581,2025-02-10,CUST00749,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.0,170.73,106.92,Same Day,1,2025-02-11,No,3,Customer 749,Consumer,East,Boston,2023-01-03,No Discount,2025-02
ORD001582,2023-07-06,CUST00123,PRD0008,Jeans,Clothing,4,293.74,0.05,1116.21,622.77,Standard,8,2023-07-14,Yes,2,Customer 123,Consumer,Central,Dallas,2024-04-24,1-10%,2023-07
ORD001583,2024-07-30,CUST00557,PRD0006,Camera,Electronics,1,233.09,0.15,198.13,114.73,Standard,4,2024-08-03,No,5,Customer 557,Consumer,West,San Francisco,2023-12-30,11-20%,2024-07
ORD001583,2024-07-30,CUST00557,PRD0009,Jacket,Clothing,2,99.78,0.0,199.56,113.38,Express,2,2024-08-01,No,4,Customer 557,Consumer,West,San Francisco,2023-12-30,No Discount,2024-07
ORD001584,2023-08-18,CUST00659,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.15,439.31,243.47,Express,4,2023-08-22,No,4,Customer 659,Corporate,Central,Chicago,2021-06-28,11-20%,2023-08
ORD001584,2023-08-18,CUST00659,PRD0014,Blender,Home & Kitchen,2,137.7,0.0,275.4,137.32,Express,4,2023-08-22,No,4,Customer 659,Corporate,Central,Chicago,2021-06-28,No Discount,2023-08
ORD001585,2022-08-18,CUST00479,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Same Day,1,2022-08-19,No,5,Customer 479,Home Office,East,Boston,2024-06-25,No Discount,2022-08
ORD001585,2022-08-18,CUST00479,PRD0002,Laptop,Electronics,1,252.23,0.2,201.78,66.01,Standard,4,2022-08-22,No,3,Customer 479,Home Office,East,Boston,2024-06-25,11-20%,2022-08
ORD001585,2022-08-18,CUST00479,PRD0011,Dress,Clothing,1,237.5,0.0,237.5,72.72,Standard,9,2022-08-27,No,5,Customer 479,Home Office,East,Boston,2024-06-25,No Discount,2022-08
ORD001586,2024-06-11,CUST00576,PRD0004,Tablet,Electronics,4,382.63,0.2,1224.42,637.06,Standard,5,2024-06-16,No,4,Customer 576,Consumer,West,Los Angeles,2022-07-01,11-20%,2024-06
ORD001586,2024-06-11,CUST00576,PRD0016,Lamp,Home & Kitchen,1,211.91,0.15,180.12,69.81,Standard,9,2024-06-20,No,5,Customer 576,Consumer,West,Los Angeles,2022-07-01,11-20%,2024-06
ORD001586,2024-06-11,CUST00576,PRD0011,Dress,Clothing,2,237.5,0.05,451.25,121.69,Standard,8,2024-06-19,No,3,Customer 576,Consumer,West,Los Angeles,2022-07-01,1-10%,2024-06
ORD001586,2024-06-11,CUST00576,PRD0018,Skincare Kit,Beauty,1,154.57,0.05,146.84,72.92,Same Day,1,2024-06-12,No,5,Customer 576,Consumer,West,Los Angeles,2022-07-01,1-10%,2024-06
ORD001587,2024-04-17,CUST00679,PRD0023,Dumbbells,Sports,2,137.68,0.0,275.36,112.3,Standard,4,2024-04-21,No,5,Customer 679,Home Office,East,Boston,2024-09-09,No Discount,2024-04
ORD001587,2024-04-17,CUST00679,PRD0014,Blender,Home & Kitchen,2,137.7,0.05,261.63,123.55,Same Day,1,2024-04-18,No,5,Customer 679,Home Office,East,Boston,2024-09-09,1-10%,2024-04
ORD001588,2023-09-10,CUST00865,PRD0009,Jacket,Clothing,2,99.78,0.05,189.58,103.4,Standard,5,2023-09-15,No,5,Customer 865,Home Office,East,Boston,2023-04-06,1-10%,2023-09
ORD001588,2023-09-10,CUST00865,PRD0026,Fitness Tracker,Sports,1,225.89,0.0,225.89,70.0,Standard,7,2023-09-17,No,5,Customer 865,Home Office,East,Boston,2023-04-06,No Discount,2023-09
ORD001588,2023-09-10,CUST00865,PRD0021,Hair Dryer,Beauty,2,143.53,0.0,287.06,183.9,Express,4,2023-09-14,No,5,Customer 865,Home Office,East,Boston,2023-04-06,No Discount,2023-09
ORD001589,2024-11-25,CUST00443,PRD0007,T-Shirt,Clothing,1,102.69,0.1,92.42,45.0,Express,2,2024-11-27,No,5,Customer 443,Consumer,South,Charlotte,2024-02-15,1-10%,2024-11
ORD001590,2022-02-08,CUST00295,PRD0008,Jeans,Clothing,1,293.74,0.05,279.05,155.69,Express,2,2022-02-10,No,5,Customer 295,Consumer,East,Philadelphia,2022-05-04,1-10%,2022-02
ORD001591,2023-03-26,CUST00856,PRD0008,Jeans,Clothing,2,293.74,0.15,499.36,252.64,Standard,4,2023-03-30,No,4,Customer 856,Corporate,West,San Francisco,2022-07-17,11-20%,2023-03
ORD001592,2024-03-26,CUST00160,PRD0015,Bedding,Home & Kitchen,1,100.7,0.0,100.7,55.66,Standard,8,2024-04-03,No,4,Customer 160,Corporate,Central,Houston,2024-01-01,No Discount,2024-03
ORD001592,2024-03-26,CUST00160,PRD0020,Makeup Set,Beauty,3,161.81,0.1,436.89,207.81,Standard,8,2024-04-03,No,3,Customer 160,Corporate,Central,Houston,2024-01-01,1-10%,2024-03
ORD001593,2023-07-11,CUST00852,PRD0006,Camera,Electronics,4,233.09,0.0,932.36,598.76,Standard,5,2023-07-16,No,4,Customer 852,Consumer,East,Boston,2021-02-01,No Discount,2023-07
ORD001594,2024-09-19,CUST00371,PRD0003,Headphones,Electronics,2,244.54,0.1,440.17,117.99,Standard,6,2024-09-25,No,4,Customer 371,Home Office,Central,Chicago,2023-02-18,1-10%,2024-09
ORD001594,2024-09-19,CUST00371,PRD0004,Tablet,Electronics,3,382.63,0.15,975.71,535.19,Express,2,2024-09-21,No,3,Customer 371,Home Office,Central,Chicago,2023-02-18,11-20%,2024-09
ORD001595,2022-01-10,CUST00203,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Express,4,2022-01-14,No,3,Customer 203,Consumer,West,San Francisco,2021-01-01,No Discount,2022-01
ORD001595,2022-01-10,CUST00203,PRD0008,Jeans,Clothing,2,293.74,0.0,587.48,340.76,Standard,7,2022-01-17,No,4,Customer 203,Consumer,West,San Francisco,2021-01-01,No Discount,2022-01
ORD001596,2022-08-12,CUST00110,PRD0020,Makeup Set,Beauty,3,161.81,0.0,485.43,256.35,Standard,7,2022-08-19,No,5,Customer 110,Corporate,East,New York,2024-05-04,No Discount,2022-08
ORD001596,2022-08-12,CUST00110,PRD0009,Jacket,Clothing,3,99.78,0.0,299.34,170.07,Standard,7,2022-08-19,No,4,Customer 110,Corporate,East,New York,2024-05-04,No Discount,2022-08
ORD001596,2022-08-12,CUST00110,PRD0017,Storage Box,Home & Kitchen,2,172.28,0.05,327.33,196.77,Standard,7,2022-08-19,No,5,Customer 110,Corporate,East,New York,2024-05-04,1-10%,2022-08
ORD001597,2022-09-19,CUST00850,PRD0006,Camera,Electronics,3,233.09,0.0,699.27,449.07,Standard,6,2022-09-25,No,4,Customer 850,Consumer,East,Philadelphia,2022-05-19,No Discount,2022-09
ORD001597,2022-09-19,CUST00850,PRD0018,Skincare Kit,Beauty,1,154.57,0.0,154.57,80.65,Standard,7,2022-09-26,No,3,Customer 850,Consumer,East,Philadelphia,2022-05-19,No Discount,2022-09
ORD001597,2022-09-19,CUST00850,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.2,137.82,72.54,Express,2,2022-09-21,Yes,1,Customer 850,Consumer,East,Philadelphia,2022-05-19,11-20%,2022-09
ORD001598,2025-05-03,CUST00174,PRD0017,Storage Box,Home & Kitchen,2,172.28,0.25,258.42,127.86,Standard,4,2025-05-07,No,4,Customer 174,Consumer,Central,Chicago,2024-05-03,21%+,2025-05
ORD001598,2025-05-03,CUST00174,PRD0007,T-Shirt,Clothing,4,102.69,0.0,410.76,221.08,Standard,8,2025-05-11,No,5,Customer 174,Consumer,Central,Chicago,2024-05-03,No Discount,2025-05
ORD001598,2025-05-03,CUST00174,PRD0021,Hair Dryer,Beauty,1,143.53,0.0,143.53,91.95,Same Day,1,2025-05-04,No,4,Customer 174,Consumer,Central,Chicago,2024-05-03,No Discount,2025-05
ORD001599,2024-03-02,CUST00505,PRD0023,Dumbbells,Sports,2,137.68,0.0,275.36,112.3,Express,2,2024-03-04,No,4,Customer 505,Consumer,Central,Chicago,2024-10-14,No Discount,2024-03
ORD001600,2022-01-27,CUST00796,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.0,170.73,106.92,Standard,9,2022-02-05,No,3,Customer 796,Corporate,South,Atlanta,2024-09-16,No Discount,2022-01
ORD001600,2022-01-27,CUST00796,PRD0014,Blender,Home & Kitchen,1,137.7,0.05,130.81,61.77,Standard,8,2022-02-04,No,5,Customer 796,Corporate,South,Atlanta,2024-09-16,1-10%,2022-01
ORD001601,2024-08-27,CUST00722,PRD0011,Dress,Clothing,1,237.5,0.25,178.12,13.34,Standard,4,2024-08-31,No,3,Customer 722,Corporate,East,New York,2022-07-12,21%+,2024-08
ORD001601,2024-08-27,CUST00722,PRD0026,Fitness Tracker,Sports,1,225.89,0.2,180.71,24.82,Standard,8,2024-09-04,No,4,Customer 722,Corporate,East,New York,2022-07-12,11-20%,2024-08
ORD001602,2023-09-10,CUST00558,PRD0010,Sneakers,Clothing,3,218.68,0.0,656.04,209.76,Standard,9,2023-09-19,No,4,Customer 558,Home Office,South,Charlotte,2024-03-01,No Discount,2023-09
ORD001602,2023-09-10,CUST00558,PRD0008,Jeans,Clothing,1,293.74,0.0,293.74,170.38,Express,2,2023-09-12,No,4,Customer 558,Home Office,South,Charlotte,2024-03-01,No Discount,2023-09
ORD001603,2022-10-09,CUST00649,PRD0020,Makeup Set,Beauty,3,161.81,0.05,461.16,232.08,Standard,8,2022-10-17,No,3,Customer 649,Corporate,West,San Francisco,2021-03-09,1-10%,2022-10
ORD001603,2022-10-09,CUST00649,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.1,153.66,89.85,Express,4,2022-10-13,No,3,Customer 649,Corporate,West,San Francisco,2021-03-09,1-10%,2022-10
ORD001604,2023-02-23,CUST00180,PRD0022,Yoga Mat,Sports,1,144.12,0.0,144.12,85.98,Express,4,2023-02-27,No,5,Customer 180,Corporate,West,Seattle,2021-04-17,No Discount,2023-02
ORD001605,2024-10-01,CUST00266,PRD0004,Tablet,Electronics,4,382.63,0.0,1530.52,943.16,Standard,8,2024-10-09,No,4,Customer 266,Consumer,South,Charlotte,2022-01-31,No Discount,2024-10
ORD001606,2022-08-22,CUST00345,PRD0023,Dumbbells,Sports,1,137.68,0.0,137.68,56.15,Standard,6,2022-08-28,No,4,Customer 345,Consumer,Central,Dallas,2022-07-26,No Discount,2022-08
ORD001607,2023-11-29,CUST00640,PRD0003,Headphones,Electronics,1,244.54,0.0,244.54,83.45,Same Day,1,2023-11-30,No,5,Customer 640,Consumer,East,Boston,2022-08-19,No Discount,2023-11
ORD001607,2023-11-29,CUST00640,PRD0005,Smartwatch,Electronics,3,314.64,0.1,849.53,403.82,Standard,9,2023-12-08,No,4,Customer 640,Consumer,East,Boston,2022-08-19,1-10%,2023-11
ORD001608,2023-08-05,CUST00563,PRD0007,T-Shirt,Clothing,1,102.69,0.05,97.56,50.14,Standard,5,2023-08-10,No,3,Customer 563,Consumer,Central,Dallas,2023-12-15,1-10%,2023-08
ORD001609,2022-05-19,CUST00703,PRD0016,Lamp,Home & Kitchen,1,211.91,0.0,211.91,101.6,Same Day,1,2022-05-20,Yes,2,Customer 703,Consumer,East,Boston,2021-12-29,No Discount,2022-05
ORD001610,2025-03-04,CUST00554,PRD0016,Lamp,Home & Kitchen,1,211.91,0.05,201.31,91.0,Standard,8,2025-03-12,No,3,Customer 554,Consumer,Central,Chicago,2022-05-15,1-10%,2025-03
ORD001610,2025-03-04,CUST00554,PRD0018,Skincare Kit,Beauty,1,154.57,0.0,154.57,80.65,Standard,9,2025-03-13,No,3,Customer 554,Consumer,Central,Chicago,2022-05-15,No Discount,2025-03
ORD001610,2025-03-04,CUST00554,PRD0005,Smartwatch,Electronics,3,314.64,0.05,896.72,451.01,Express,4,2025-03-08,No,4,Customer 554,Consumer,Central,Chicago,2022-05-15,1-10%,2025-03
ORD001610,2025-03-04,CUST00554,PRD0020,Makeup Set,Beauty,3,161.81,0.05,461.16,232.08,Express,2,2025-03-06,No,5,Customer 554,Consumer,Central,Chicago,2022-05-15,1-10%,2025-03
ORD001611,2022-06-14,CUST00383,PRD0022,Yoga Mat,Sports,4,144.12,0.1,518.83,286.27,Express,3,2022-06-17,No,5,Customer 383,Consumer,South,Atlanta,2021-01-22,1-10%,2022-06
ORD001611,2022-06-14,CUST00383,PRD0012,Hoodie,Clothing,4,98.45,0.0,393.8,116.88,Standard,9,2022-06-23,No,5,Customer 383,Consumer,South,Atlanta,2021-01-22,No Discount,2022-06
ORD001611,2022-06-14,CUST00383,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.15,146.44,81.16,Express,4,2022-06-18,No,4,Customer 383,Consumer,South,Atlanta,2021-01-22,11-20%,2022-06
ORD001612,2022-12-06,CUST00798,PRD0011,Dress,Clothing,3,237.5,0.15,605.62,111.28,Standard,5,2022-12-11,No,3,Customer 798,Consumer,East,Boston,2023-11-15,11-20%,2022-12
ORD001612,2022-12-06,CUST00798,PRD0023,Dumbbells,Sports,1,137.68,0.0,137.68,56.15,Standard,9,2022-12-15,No,4,Customer 798,Consumer,East,Boston,2023-11-15,No Discount,2022-12
ORD001613,2024-11-16,CUST00876,PRD0010,Sneakers,Clothing,2,218.68,0.05,415.49,117.97,Express,3,2024-11-19,No,5,Customer 876,Home Office,West,Los Angeles,2022-07-23,1-10%,2024-11
ORD001614,2022-03-25,CUST00062,PRD0005,Smartwatch,Electronics,3,314.64,0.0,943.92,498.21,Standard,8,2022-04-02,No,4,Customer 62,Consumer,West,Los Angeles,2021-06-10,No Discount,2022-03
