OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit,ShipMode,DeliveryDays,DeliveryDate,Returned,CustomerRating
ORD000579,2023-09-22,CUST00297,PRD0015,Bedding,Home & Kitchen,1,100.7,0.05,95.66,50.62,Standard,8,2023-09-30,No,4
ORD000580,2022-08-28,CUST00680,PRD0019,Perfume,Beauty,1,141.9,0.0,141.9,85.17,Standard,8,2022-09-05,No,5
ORD000580,2022-08-28,CUST00680,PRD0009,Jacket,Clothing,2,99.78,0.15,169.63,83.45,Express,2,2022-08-30,No,3
ORD000581,2023-03-24,CUST00503,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Express,3,2023-03-27,Yes,3
ORD000581,2023-03-24,CUST00503,PRD0008,Jeans,Clothing,4,293.74,0.1,1057.46,564.02,Standard,9,2023-04-02,No,4
ORD000581,2023-03-24,CUST00503,PRD0007,T-Shirt,Clothing,2,102.69,0.0,205.38,110.54,Express,4,2023-03-28,No,3
ORD000582,2025-07-11,CUST00362,PRD0019,Perfume,Beauty,1,141.9,0.0,141.9,85.17,Standard,5,2025-07-16,No,5
ORD000582,2025-07-11,CUST00362,PRD0020,Makeup Set,Beauty,4,161.81,0.25,485.43,179.99,Standard,7,2025-07-18,No,5
ORD000582,2025-07-11,CUST00362,PRD0011,Dress,Clothing,1,237.5,0.15,201.88,37.1,Express,4,2025-07-15,Yes,2
ORD000582,2025-07-11,CUST00362,PRD0009,Jacket,Clothing,2,99.78,0.05,189.58,103.4,Standard,4,2025-07-15,Yes,1
ORD000583,2025-08-03,CUST00527,PRD0021,Hair Dryer,Beauty,1,143.53,0.1,129.18,77.6,Standard,4,2025-08-07,Yes,1
ORD000584,2024-06-30,CUST00839,PRD0021,Hair Dryer,Beauty,2,143.53,0.15,244.0,140.84,Standard,6,2024-07-06,No,5
ORD000585,2025-05-05,CUST00611,PRD0009,Jacket,Clothing,2,99.78,0.1,179.6,93.42,Standard,4,2025-05-09,No,4
ORD000586,2024-06-30,CUST00263,PRD0007,T-Shirt,Clothing,3,102.69,0.0,308.07,165.81,Standard,6,2024-07-06,Yes,1
ORD000586,2024-06-30,CUST00263,PRD0010,Sneakers,Clothing,1,218.68,0.0,218.68,69.92,Same Day,1,2024-07-01,No,3
ORD000587,2024-06-25,CUST00379,PRD0001,Smartphone,Electronics,3,256.66,0.1,692.98,325.84,Express,2,2024-06-27,No,4
ORD000587,2024-06-25,CUST00379,PRD0002,Laptop,Electronics,3,252.23,0.0,756.69,349.38,Express,3,2024-06-28,No,5
ORD000587,2024-06-25,CUST00379,PRD0005,Smartwatch,Electronics,2,314.64,0.25,471.96,174.82,Express,3,2024-06-28,No,3
ORD000587,2024-06-25,CUST00379,PRD0016,Lamp,Home & Kitchen,2,211.91,0.0,423.82,203.2,Standard,4,2024-06-29,No,5
ORD000588,2022-02-15,CUST00373,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.05,654.66,393.54,Express,2,2022-02-17,No,5
ORD000589,2022-10-19,CUST00861,PRD0011,Dress,Clothing,3,237.5,0.05,676.88,182.54,Standard,5,2022-10-24,No,5
ORD000590,2024-03-17,CUST00742,PRD0009,Jacket,Clothing,3,99.78,0.25,224.51,95.24,Express,3,2024-03-20,No,4
ORD000590,2024-03-17,CUST00742,PRD0006,Camera,Electronics,3,233.09,0.1,629.34,379.14,Standard,7,2024-03-24,No,4
ORD000590,2024-03-17,CUST00742,PRD0018,Skincare Kit,Beauty,2,154.57,0.0,309.14,161.3,Express,2,2024-03-19,No,4
ORD000591,2022-09-11,CUST00470,PRD0007,T-Shirt,Clothing,4,102.69,0.2,328.61,138.93,Standard,7,2022-09-18,No,5
ORD000591,2022-09-11,CUST00470,PRD0011,Dress,Clothing,3,237.5,0.25,534.38,40.04,Same Day,1,2022-09-12,Yes,3
ORD000591,2022-09-11,CUST00470,PRD0026,Fitness Tracker,Sports,3,225.89,0.1,609.9,142.23,Standard,7,2022-09-18,Yes,2
ORD000592,2022-01-14,CUST00823,PRD0001,Smartphone,Electronics,1,256.66,0.0,256.66,134.28,Standard,9,2022-01-23,No,5
ORD000592,2022-01-14,CUST00823,PRD0003,Headphones,Electronics,1,244.54,0.0,244.54,83.45,Standard,7,2022-01-21,No,5
ORD000593,2023-07-30,CUST00537,PRD0011,Dress,Clothing,2,237.5,0.0,475.0,145.44,Standard,4,2023-08-03,No,4
ORD000594,2022-11-14,CUST00396,PRD0005,Smartwatch,Electronics,3,314.64,0.1,849.53,403.82,Standard,9,2022-11-23,No,3
ORD000594,2022-11-14,CUST00396,PRD0001,Smartphone,Electronics,1,256.66,0.0,256.66,134.28,Standard,7,2022-11-21,No,4
ORD000595,2024-02-19,CUST00287,PRD0007,T-Shirt,Clothing,1,102.69,0.0,102.69,55.27,Express,4,2024-02-23,No,5
ORD000596,2023-11-08,CUST00223,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Standard,6,2023-11-14,No,3
ORD000597,2023-10-09,CUST00251,PRD0009,Jacket,Clothing,3,99.78,0.0,299.34,170.07,Express,4,2023-10-13,No,5
ORD000598,2022-06-19,CUST00780,PRD0022,Yoga Mat,Sports,1,144.12,0.0,144.12,85.98,Same Day,1,2022-06-20,No,5
ORD000599,2022-08-31,CUST00601,PRD0020,Makeup Set,Beauty,3,161.81,0.0,485.43,256.35,Standard,5,2022-09-05,No,4
ORD000600,2022-03-24,CUST00012,PRD0015,Bedding,Home & Kitchen,4,100.7,0.0,402.8,222.64,Same Day,1,2022-03-25,No,4
ORD000601,2024-10-05,CUST00727,PRD0023,Dumbbells,Sports,3,137.68,0.1,371.74,127.15,Express,2,2024-10-07,No,4
ORD000602,2025-04-11,CUST00185,PRD0025,Bicycle,Sports,4,420.47,0.2,1345.5,718.26,Standard,7,2025-04-18,No,5
ORD000603,2024-05-12,CUST00026,PRD0015,Bedding,Home & Kitchen,2,100.7,0.1,181.26,91.18,Express,4,2024-05-16,No,4
ORD000604,2022-05-25,CUST00475,PRD0004,Tablet,Electronics,4,382.63,0.0,1530.52,943.16,Standard,5,2022-05-30,No,3
ORD000604,2022-05-25,CUST00475,PRD0025,Bicycle,Sports,3,420.47,0.05,1198.34,727.91,Standard,8,2022-06-02,No,3
ORD000605,2024-05-13,CUST00898,PRD0021,Hair Dryer,Beauty,1,143.53,0.1,129.18,77.6,Same Day,1,2024-05-14,No,3
ORD000606,2023-08-07,CUST00564,PRD0020,Makeup Set,Beauty,4,161.81,0.0,647.24,341.8,Express,2,2023-08-09,No,4
ORD000607,2022-07-18,CUST00117,PRD0024,Running Shoes,Sports,4,271.75,0.2,869.6,287.4,Standard,5,2022-07-23,No,5
ORD000607,2022-07-18,CUST00117,PRD0005,Smartwatch,Electronics,4,314.64,0.0,1258.56,664.28,Express,4,2022-07-22,No,5
ORD000608,2023-10-13,CUST00283,PRD0022,Yoga Mat,Sports,4,144.12,0.25,432.36,199.8,Express,2,2023-10-15,No,4
ORD000608,2023-10-13,CUST00283,PRD0002,Laptop,Electronics,1,252.23,0.2,201.78,66.01,Standard,7,2023-10-20,No,5
ORD000608,2023-10-13,CUST00283,PRD0018,Skincare Kit,Beauty,3,154.57,0.2,370.97,149.21,Same Day,1,2023-10-14,No,5
ORD000609,2023-04-07,CUST00884,PRD0022,Yoga Mat,Sports,3,144.12,0.1,389.12,214.7,Express,2,2023-04-09,No,4
ORD000609,2023-04-07,CUST00884,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.15,146.44,81.16,Standard,5,2023-04-12,No,3
ORD000610,2023-12-19,CUST00543,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.05,162.19,98.38,Standard,9,2023-12-28,No,4
ORD000611,2022-09-05,CUST00034,PRD0010,Sneakers,Clothing,4,218.68,0.0,874.72,279.68,Standard,7,2022-09-12,No,4
ORD000612,2025-05-03,CUST00869,PRD0013,Cookware Set,Home & Kitchen,2,56.91,0.1,102.44,59.9,Standard,8,2025-05-11,No,4
ORD000612,2025-05-03,CUST00869,PRD0011,Dress,Clothing,3,237.5,0.0,712.5,218.16,Standard,4,2025-05-07,No,4
ORD000613,2024-06-02,CUST00159,PRD0013,Cookware Set,Home & Kitchen,2,56.91,0.05,108.13,65.59,Standard,8,2024-06-10,No,5
ORD000614,2023-12-20,CUST00547,PRD0007,T-Shirt,Clothing,3,102.69,0.0,308.07,165.81,Standard,7,2023-12-27,No,4
ORD000615,2024-04-07,CUST00751,PRD0002,Laptop,Electronics,3,252.23,0.1,681.02,273.71,Express,4,2024-04-11,Yes,1
ORD000616,2022-12-13,CUST00643,PRD0007,T-Shirt,Clothing,3,102.69,0.1,277.26,135.0,Standard,7,2022-12-20,No,4
ORD000617,2022-05-17,CUST00834,PRD0013,Cookware Set,Home & Kitchen,2,56.91,0.2,91.06,48.52,Standard,7,2022-05-24,Yes,1
ORD000617,2022-05-17,CUST00834,PRD0009,Jacket,Clothing,3,99.78,0.2,239.47,110.2,Standard,4,2022-05-21,No,4
ORD000617,2022-05-17,CUST00834,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Standard,7,2022-05-24,No,5
ORD000617,2022-05-17,CUST00834,PRD0025,Bicycle,Sports,4,420.47,0.0,1681.88,1054.64,Standard,7,2022-05-24,No,4
ORD000618,2024-03-20,CUST00773,PRD0012,Hoodie,Clothing,2,98.45,0.05,187.06,48.6,Standard,6,2024-03-26,No,4
ORD000619,2023-01-09,CUST00749,PRD0024,Running Shoes,Sports,4,271.75,0.0,1087.0,504.8,Express,3,2023-01-12,No,5
ORD000620,2024-09-01,CUST00452,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Standard,9,2024-09-10,No,4
ORD000621,2022-03-18,CUST00260,PRD0020,Makeup Set,Beauty,1,161.81,0.1,145.63,69.27,Standard,9,2022-03-27,No,4
ORD000621,2022-03-18,CUST00260,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.0,689.12,428.0,Standard,4,2022-03-22,No,5
ORD000621,2022-03-18,CUST00260,PRD0009,Jacket,Clothing,2,99.78,0.1,179.6,93.42,Express,2,2022-03-20,Yes,2
ORD000622,2023-05-11,CUST00013,PRD0026,Fitness Tracker,Sports,2,225.89,0.0,451.78,140.0,Standard,6,2023-05-17,No,4
ORD000623,2024-11-26,CUST00178,PRD0006,Camera,Electronics,2,233.09,0.0,466.18,299.38,Standard,5,2024-12-01,No,4
ORD000623,2024-11-26,CUST00178,PRD0020,Makeup Set,Beauty,3,161.81,0.1,436.89,207.81,Standard,6,2024-12-02,No,4
ORD000624,2022-12-06,CUST00736,PRD0015,Bedding,Home & Kitchen,3,100.7,0.15,256.79,121.67,Standard,5,2022-12-11,No,4
ORD000624,2022-12-06,CUST00736,PRD0007,T-Shirt,Clothing,3,102.69,0.05,292.67,150.41,Standard,9,2022-12-15,No,5
ORD000625,2023-06-17,CUST00369,PRD0024,Running Shoes,Sports,2,271.75,0.1,489.15,198.05,Express,4,2023-06-21,No,4
ORD000625,2023-06-17,CUST00369,PRD0010,Sneakers,Clothing,2,218.68,0.0,437.36,139.84,Standard,7,2023-06-24,No,5
ORD000625,2023-06-17,CUST00369,PRD0013,Cookware Set,Home & Kitchen,1,56.91,0.1,51.22,29.95,Standard,6,2023-06-23,No,5
ORD000625,2023-06-17,CUST00369,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Standard,4,2023-06-21,No,5
ORD000626,2024-04-24,CUST00244,PRD0012,Hoodie,Clothing,1,98.45,0.0,98.45,29.22,Express,3,2024-04-27,No,3
ORD000627,2022-03-10,CUST00886,PRD0003,Headphones,Electronics,3,244.54,0.1,660.26,176.99,Standard,7,2022-03-17,No,5
ORD000627,2022-03-10,CUST00886,PRD0009,Jacket,Clothing,4,99.78,0.0,399.12,226.76,Express,3,2022-03-13,No,5
ORD000627,2022-03-10,CUST00886,PRD0006,Camera,Electronics,4,233.09,0.0,932.36,598.76,Standard,9,2022-03-19,No,4
ORD000627,2022-03-10,CUST00886,PRD0020,Makeup Set,Beauty,3,161.81,0.2,388.34,159.26,Standard,5,2022-03-15,Yes,2
ORD000628,2025-06-30,CUST00174,PRD0016,Lamp,Home & Kitchen,2,211.91,0.0,423.82,203.2,Standard,7,2025-07-07,No,4
ORD000629,2023-07-08,CUST00797,PRD0023,Dumbbells,Sports,3,137.68,0.05,392.39,147.8,Standard,4,2023-07-12,No,4
ORD000630,2024-07-24,CUST00357,PRD0012,Hoodie,Clothing,1,98.45,0.25,73.84,4.61,Standard,8,2024-08-01,No,4
ORD000631,2023-07-28,CUST00074,PRD0014,Blender,Home & Kitchen,4,137.7,0.0,550.8,274.64,Express,3,2023-07-31,No,3
ORD000632,2022-10-19,CUST00240,PRD0012,Hoodie,Clothing,1,98.45,0.1,88.6,19.37,Standard,5,2022-10-24,No,4
ORD000632,2022-10-19,CUST00240,PRD0009,Jacket,Clothing,4,99.78,0.25,299.34,126.98,Express,4,2022-10-23,No,4
ORD000633,2024-10-03,CUST00482,PRD0026,Fitness Tracker,Sports,1,225.89,0.0,225.89,70.0,Same Day,1,2024-10-04,No,5
ORD000633,2024-10-03,CUST00482,PRD0016,Lamp,Home & Kitchen,4,211.91,0.2,678.11,236.87,Express,3,2024-10-06,No,5
ORD000634,2023-06-30,CUST00352,PRD0023,Dumbbells,Sports,3,137.68,0.05,392.39,147.8,Express,3,2023-07-03,No,3
ORD000635,2022-05-07,CUST00248,PRD0019,Perfume,Beauty,3,141.9,0.25,319.28,149.09,Express,3,2022-05-10,No,5
ORD000636,2022-04-23,CUST00264,PRD0003,Headphones,Electronics,2,244.54,0.15,415.72,93.54,Express,4,2022-04-27,No,3
ORD000636,2022-04-23,CUST00264,PRD0009,Jacket,Clothing,3,99.78,0.1,269.41,140.14,Express,4,2022-04-27,No,5
ORD000637,2024-05-27,CUST00774,PRD0016,Lamp,Home & Kitchen,3,211.91,0.15,540.37,209.44,Standard,5,2024-06-01,No,5
ORD000638,2022-10-29,CUST00654,PRD0018,Skincare Kit,Beauty,1,154.57,0.15,131.38,57.46,Same Day,1,2022-10-30,Yes,3
ORD000638,2022-10-29,CUST00654,PRD0002,Laptop,Electronics,4,252.23,0.1,908.03,364.95,Standard,5,2022-11-03,No,3
ORD000639,2025-01-20,CUST00866,PRD0021,Hair Dryer,Beauty,1,143.53,0.0,143.53,91.95,Express,2,2025-01-22,No,3
ORD000640,2024-01-09,CUST00401,PRD0019,Perfume,Beauty,3,141.9,0.15,361.84,191.65,Standard,4,2024-01-13,No,5
ORD000640,2024-01-09,CUST00401,PRD0025,Bicycle,Sports,4,420.47,0.0,1681.88,1054.64,Standard,8,2024-01-17,No,5
ORD000641,2023-06-18,CUST00694,PRD0019,Perfume,Beauty,4,141.9,0.1,510.84,283.92,Express,3,2023-06-21,No,3
ORD000642,2023-01-08,CUST00096,PRD0023,Dumbbells,Sports,4,137.68,0.0,550.72,224.6,Standard,6,2023-01-14,No,5
ORD000643,2023-05-18,CUST00835,PRD0007,T-Shirt,Clothing,1,102.69,0.0,102.69,55.27,Standard,8,2023-05-26,No,5
ORD000644,2024-03-09,CUST00182,PRD0015,Bedding,Home & Kitchen,2,100.7,0.0,201.4,111.32,Standard,5,2024-03-14,No,4
ORD000644,2024-03-09,CUST00182,PRD0023,Dumbbells,Sports,4,137.68,0.15,468.11,141.99,Same Day,1,2024-03-10,No,5
ORD000645,2025-05-20,CUST00821,PRD0013,Cookware Set,Home & Kitchen,4,56.91,0.05,216.26,131.18,Standard,7,2025-05-27,No,5
ORD000645,2025-05-20,CUST00821,PRD0003,Headphones,Electronics,2,244.54,0.0,489.08,166.9,Express,2,2025-05-22,No,5
ORD000646,2023-06-27,CUST00692,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.0,689.12,428.0,Standard,6,2023-07-03,No,4
ORD000647,2022-08-03,CUST00397,PRD0022,Yoga Mat,Sports,2,144.12,0.0,288.24,171.96,Express,3,2022-08-06,No,3
ORD000648,2024-01-13,CUST00095,PRD0006,Camera,Electronics,4,233.09,0.0,932.36,598.76,Express,3,2024-01-16,No,4
ORD000648,2024-01-13,CUST00095,PRD0012,Hoodie,Clothing,1,98.45,0.0,98.45,29.22,Standard,6,2024-01-19,No,5
ORD000648,2024-01-13,CUST00095,PRD0019,Perfume,Beauty,2,141.9,0.25,212.85,99.39,Standard,8,2024-01-21,No,5
ORD000649,2023-08-04,CUST00547,PRD0021,Hair Dryer,Beauty,3,143.53,0.1,387.53,232.79,Express,2,2023-08-06,No,5
ORD000650,2023-01-11,CUST00218,PRD0018,Skincare Kit,Beauty,3,154.57,0.0,463.71,241.95,Express,3,2023-01-14,No,5
ORD000651,2023-12-19,CUST00448,PRD0025,Bicycle,Sports,3,420.47,0.1,1135.27,664.84,Standard,5,2023-12-24,No,4
ORD000651,2023-12-19,CUST00448,PRD0015,Bedding,Home & Kitchen,1,100.7,0.05,95.66,50.62,Standard,5,2023-12-24,Yes,2
ORD000651,2023-12-19,CUST00448,PRD0016,Lamp,Home & Kitchen,4,211.91,0.15,720.49,279.25,Standard,7,2023-12-26,No,4
ORD000652,2024-07-14,CUST00164,PRD0017,Storage Box,Home & Kitchen,2,172.28,0.2,275.65,145.09,Express,3,2024-07-17,No,3
ORD000652,2024-07-14,CUST00164,PRD0011,Dress,Clothing,1,237.5,0.05,225.62,60.84,Express,4,2024-07-18,No,4
ORD000652,2024-07-14,CUST00164,PRD0009,Jacket,Clothing,3,99.78,0.1,269.41,140.14,Standard,9,2024-07-23,No,5
ORD000653,2022-03-20,CUST00198,PRD0011,Dress,Clothing,4,237.5,0.2,760.0,100.88,Same Day,1,2022-03-21,No,5
ORD000653,2022-03-20,CUST00198,PRD0008,Jeans,Clothing,1,293.74,0.0,293.74,170.38,Same Day,1,2022-03-21,No,5
ORD000654,2024-05-26,CUST00480,PRD0022,Yoga Mat,Sports,3,144.12,0.0,432.36,257.94,Express,4,2024-05-30,No,5
ORD000655,2024-08-28,CUST00509,PRD0003,Headphones,Electronics,3,244.54,0.0,733.62,250.35,Standard,7,2024-09-04,Yes,1
ORD000656,2022-12-11,CUST00305,PRD0014,Blender,Home & Kitchen,4,137.7,0.0,550.8,274.64,Standard,4,2022-12-15,No,5
ORD000656,2022-12-11,CUST00305,PRD0026,Fitness Tracker,Sports,4,225.89,0.0,903.56,280.0,Express,4,2022-12-15,No,5
ORD000657,2023-10-23,CUST00250,PRD0026,Fitness Tracker,Sports,4,225.89,0.0,903.56,280.0,Express,2,2023-10-25,No,4
ORD000657,2023-10-23,CUST00250,PRD0014,Blender,Home & Kitchen,1,137.7,0.0,137.7,68.66,Express,4,2023-10-27,No,3
ORD000658,2024-03-31,CUST00042,PRD0015,Bedding,Home & Kitchen,3,100.7,0.1,271.89,136.77,Express,2,2024-04-02,No,3
ORD000659,2022-05-23,CUST00156,PRD0010,Sneakers,Clothing,1,218.68,0.15,185.88,37.12,Standard,5,2022-05-28,No,4
ORD000659,2022-05-23,CUST00156,PRD0020,Makeup Set,Beauty,4,161.81,0.1,582.52,277.08,Standard,4,2022-05-27,No,4
ORD000659,2022-05-23,CUST00156,PRD0014,Blender,Home & Kitchen,3,137.7,0.0,413.1,205.98,Standard,5,2022-05-28,Yes,2
ORD000660,2024-07-01,CUST00739,PRD0009,Jacket,Clothing,2,99.78,0.2,159.65,73.47,Standard,7,2024-07-08,No,5
ORD000660,2024-07-01,CUST00739,PRD0014,Blender,Home & Kitchen,4,137.7,0.05,523.26,247.1,Standard,6,2024-07-07,No,5
ORD000660,2024-07-01,CUST00739,PRD0020,Makeup Set,Beauty,3,161.81,0.0,485.43,256.35,Standard,7,2024-07-08,No,4
ORD000660,2024-07-01,CUST00739,PRD0010,Sneakers,Clothing,2,218.68,0.0,437.36,139.84,Standard,8,2024-07-09,No,3
ORD000661,2025-06-26,CUST00549,PRD0019,Perfume,Beauty,4,141.9,0.15,482.46,255.54,Express,3,2025-06-29,No,5
ORD000662,2024-08-26,CUST00817,PRD0016,Lamp,Home & Kitchen,3,211.91,0.1,572.16,241.23,Standard,6,2024-09-01,No,5
ORD000663,2025-01-19,CUST00900,PRD0023,Dumbbells,Sports,4,137.68,0.05,523.18,197.06,Express,3,2025-01-22,No,4
ORD000664,2025-03-23,CUST00225,PRD0019,Perfume,Beauty,3,141.9,0.0,425.7,255.51,Express,2,2025-03-25,No,5
ORD000665,2024-03-18,CUST00428,PRD0002,Laptop,Electronics,1,252.23,0.0,252.23,116.46,Express,2,2024-03-20,No,5
ORD000666,2022-12-21,CUST00531,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Standard,6,2022-12-27,No,5
ORD000667,2024-11-14,CUST00319,PRD0026,Fitness Tracker,Sports,1,225.89,0.05,214.6,58.71,Standard,8,2024-11-22,No,5
ORD000667,2024-11-14,CUST00319,PRD0003,Headphones,Electronics,4,244.54,0.0,978.16,333.8,Standard,8,2024-11-22,No,4
ORD000667,2024-11-14,CUST00319,PRD0019,Perfume,Beauty,1,141.9,0.1,127.71,70.98,Standard,4,2024-11-18,No,5
ORD000668,2024-12-21,CUST00362,PRD0008,Jeans,Clothing,1,293.74,0.0,293.74,170.38,Standard,7,2024-12-28,No,5
ORD000669,2023-12-25,CUST00165,PRD0018,Skincare Kit,Beauty,3,154.57,0.1,417.34,195.58,Standard,5,2023-12-30,No,4
ORD000670,2024-09-02,CUST00873,PRD0009,Jacket,Clothing,4,99.78,0.1,359.21,186.85,Same Day,1,2024-09-03,No,5
ORD000671,2023-04-07,CUST00690,PRD0009,Jacket,Clothing,3,99.78,0.1,269.41,140.14,Standard,7,2023-04-14,No,5
ORD000672,2024-07-13,CUST00743,PRD0024,Running Shoes,Sports,1,271.75,0.2,217.4,71.85,Standard,8,2024-07-21,No,4
ORD000673,2022-09-24,CUST00529,PRD0024,Running Shoes,Sports,3,271.75,0.0,815.25,378.6,Same Day,1,2022-09-25,No,5
ORD000674,2025-05-09,CUST00509,PRD0011,Dress,Clothing,2,237.5,0.05,451.25,121.69,Standard,5,2025-05-14,No,3
ORD000675,2022-02-18,CUST00421,PRD0016,Lamp,Home & Kitchen,2,211.91,0.0,423.82,203.2,Standard,6,2022-02-24,No,5
ORD000676,2023-11-10,CUST00878,PRD0009,Jacket,Clothing,2,99.78,0.05,189.58,103.4,Express,3,2023-11-13,No,4
ORD000677,2025-06-05,CUST00435,PRD0021,Hair Dryer,Beauty,3,143.53,0.05,409.06,254.32,Express,2,2025-06-07,No,4
ORD000677,2025-06-05,CUST00435,PRD0019,Perfume,Beauty,4,141.9,0.1,510.84,283.92,Same Day,1,2025-06-06,No,5
ORD000677,2025-06-05,CUST00435,PRD0024,Running Shoes,Sports,3,271.75,0.0,815.25,378.6,Express,2,2025-06-07,No,5
ORD000677,2025-06-05,CUST00435,PRD0006,Camera,Electronics,2,233.09,0.25,349.64,182.84,Same Day,1,2025-06-06,Yes,3
ORD000678,2023-02-28,CUST00890,PRD0026,Fitness Tracker,Sports,4,225.89,0.2,722.85,99.29,Standard,4,2023-03-04,No,4
ORD000679,2023-05-13,CUST00770,PRD0026,Fitness Tracker,Sports,3,225.89,0.05,643.79,176.12,Express,2,2023-05-15,No,5
ORD000680,2023-08-21,CUST00324,PRD0020,Makeup Set,Beauty,2,161.81,0.15,275.08,122.36,Standard,4,2023-08-25,No,5
ORD000680,2023-08-21,CUST00324,PRD0025,Bicycle,Sports,3,420.47,0.0,1261.41,790.98,Standard,7,2023-08-28,No,4
ORD000680,2023-08-21,CUST00324,PRD0006,Camera,Electronics,2,233.09,0.0,466.18,299.38,Standard,6,2023-08-27,No,4
ORD000681,2022-08-14,CUST00515,PRD0026,Fitness Tracker,Sports,3,225.89,0.0,677.67,210.0,Standard,8,2022-08-22,No,5
ORD000682,2024-04-01,CUST00802,PRD0020,Makeup Set,Beauty,2,161.81,0.0,323.62,170.9,Express,2,2024-04-03,No,4
ORD000683,2025-07-19,CUST00416,PRD0004,Tablet,Electronics,4,382.63,0.0,1530.52,943.16,Standard,9,2025-07-28,No,4
ORD000684,2022-06-06,CUST00005,PRD0007,T-Shirt,Clothing,4,102.69,0.2,328.61,138.93,Same Day,1,2022-06-07,No,3
ORD000685,2024-07-07,CUST00850,PRD0006,Camera,Electronics,4,233.09,0.05,885.74,552.14,Standard,7,2024-07-14,No,3
ORD000685,2024-07-07,CUST00850,PRD0019,Perfume,Beauty,3,141.9,0.05,404.42,234.23,Express,2,2024-07-09,No,5
ORD000686,2025-02-04,CUST00308,PRD0020,Makeup Set,Beauty,4,161.81,0.1,582.52,277.08,Express,2,2025-02-06,No,3
ORD000686,2025-02-04,CUST00308,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.05,491.0,295.16,Standard,5,2025-02-09,No,4
ORD000686,2025-02-04,CUST00308,PRD0007,T-Shirt,Clothing,3,102.69,0.1,277.26,135.0,Standard,8,2025-02-12,No,4
ORD000687,2023-08-02,CUST00678,PRD0024,Running Shoes,Sports,3,271.75,0.0,815.25,378.6,Standard,6,2023-08-08,No,4
ORD000688,2024-11-26,CUST00134,PRD0003,Headphones,Electronics,4,244.54,0.0,978.16,333.8,Standard,4,2024-11-30,No,3
ORD000688,2024-11-26,CUST00134,PRD0016,Lamp,Home & Kitchen,2,211.91,0.15,360.25,139.63,Standard,8,2024-12-04,No,5
ORD000689,2025-04-15,CUST00341,PRD0004,Tablet,Electronics,1,382.63,0.0,382.63,235.79,Same Day,1,2025-04-16,No,5
ORD000689,2025-04-15,CUST00341,PRD0015,Bedding,Home & Kitchen,4,100.7,0.0,402.8,222.64,Express,3,2025-04-18,No,3
ORD000690,2022-02-16,CUST00339,PRD0008,Jeans,Clothing,1,293.74,0.1,264.37,141.01,Standard,4,2022-02-20,No,4
ORD000690,2022-02-16,CUST00339,PRD0024,Running Shoes,Sports,1,271.75,0.0,271.75,126.2,Standard,8,2022-02-24,No,3
ORD000690,2022-02-16,CUST00339,PRD0004,Tablet,Electronics,1,382.63,0.0,382.63,235.79,Express,3,2022-02-19,No,4
ORD000690,2022-02-16,CUST00339,PRD0002,Laptop,Electronics,2,252.23,0.05,479.24,207.7,Express,4,2022-02-20,No,4
ORD000691,2023-02-22,CUST00397,PRD0005,Smartwatch,Electronics,1,314.64,0.05,298.91,150.34,Standard,4,2023-02-26,No,3
ORD000692,2023-01-26,CUST00518,PRD0006,Camera,Electronics,4,233.09,0.2,745.89,412.29,Express,4,2023-01-30,No,5
ORD000693,2024-12-12,CUST00237,PRD0011,Dress,Clothing,3,237.5,0.2,570.0,75.66,Express,3,2024-12-15,No,4
ORD000693,2024-12-12,CUST00237,PRD0016,Lamp,Home & Kitchen,4,211.91,0.05,805.26,364.02,Express,2,2024-12-14,No,5
ORD000694,2022-06-21,CUST00826,PRD0006,Camera,Electronics,1,233.09,0.1,209.78,126.38,Express,2,2022-06-23,No,3
ORD000695,2024-07-04,CUST00625,PRD0024,Running Shoes,Sports,3,271.75,0.05,774.49,337.84,Standard,5,2024-07-09,No,4
ORD000696,2023-09-03,CUST00742,PRD0010,Sneakers,Clothing,3,218.68,0.25,492.03,45.75,Standard,8,2023-09-11,No,4
ORD000696,2023-09-03,CUST00742,PRD0026,Fitness Tracker,Sports,2,225.89,0.2,361.42,49.64,Express,4,2023-09-07,No,4
ORD000697,2022-02-03,CUST00813,PRD0018,Skincare Kit,Beauty,4,154.57,0.25,463.71,168.03,Standard,7,2022-02-10,No,4
ORD000698,2022-01-25,CUST00570,PRD0007,T-Shirt,Clothing,1,102.69,0.0,102.69,55.27,Standard,5,2022-01-30,No,5
ORD000699,2023-08-19,CUST00599,PRD0008,Jeans,Clothing,4,293.74,0.0,1174.96,681.52,Standard,6,2023-08-25,No,4
